id,code,name,category,brand,unit,region,market_price_fcfa,official_price_fcfa,price_date,price_type,official_status,source,source_url,catalog_status,verification_note
1018,JP-01018,Lasagnes,Pâtes & nouilles,Barilla,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1019,JP-01019,Lasagnes,Pâtes & nouilles,Barilla,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1020,JP-01020,Lasagnes,Pâtes & nouilles,Barilla,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1021,JP-01021,Lasagnes,Pâtes & nouilles,Barilla,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1022,JP-01022,Lasagnes,Pâtes & nouilles,Barilla,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1023,JP-01023,Lasagnes,Pâtes & nouilles,Barilla,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1024,JP-01024,Lasagnes,Pâtes & nouilles,Barilla,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1025,JP-01025,Lasagnes,Pâtes & nouilles,Barilla,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1026,JP-01026,Lasagnes,Pâtes & nouilles,Barilla,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1027,JP-01027,Coquillettes,Pâtes & nouilles,Barilla,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1028,JP-01028,Coquillettes,Pâtes & nouilles,Barilla,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1029,JP-01029,Coquillettes,Pâtes & nouilles,Barilla,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1030,JP-01030,Coquillettes,Pâtes & nouilles,Barilla,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1031,JP-01031,Coquillettes,Pâtes & nouilles,Barilla,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1032,JP-01032,Coquillettes,Pâtes & nouilles,Barilla,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1033,JP-01033,Coquillettes,Pâtes & nouilles,Barilla,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1034,JP-01034,Coquillettes,Pâtes & nouilles,Barilla,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1035,JP-01035,Coquillettes,Pâtes & nouilles,Barilla,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1036,JP-01036,Coquillettes,Pâtes & nouilles,Barilla,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1037,JP-01037,Coquillettes,Pâtes & nouilles,Barilla,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1038,JP-01038,Coquillettes,Pâtes & nouilles,Barilla,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1039,JP-01039,Coquillettes,Pâtes & nouilles,Barilla,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1040,JP-01040,Coquillettes,Pâtes & nouilles,Barilla,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1041,JP-01041,Coquillettes,Pâtes & nouilles,Barilla,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1042,JP-01042,Coquillettes,Pâtes & nouilles,Barilla,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1043,JP-01043,Coquillettes,Pâtes & nouilles,Barilla,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1044,JP-01044,Coquillettes,Pâtes & nouilles,Barilla,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1045,JP-01045,Coquillettes,Pâtes & nouilles,Barilla,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1046,JP-01046,Tagliatelles,Pâtes & nouilles,Barilla,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1047,JP-01047,Tagliatelles,Pâtes & nouilles,Barilla,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1048,JP-01048,Tagliatelles,Pâtes & nouilles,Barilla,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1049,JP-01049,Tagliatelles,Pâtes & nouilles,Barilla,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1050,JP-01050,Tagliatelles,Pâtes & nouilles,Barilla,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1051,JP-01051,Tagliatelles,Pâtes & nouilles,Barilla,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1052,JP-01052,Tagliatelles,Pâtes & nouilles,Barilla,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1053,JP-01053,Tagliatelles,Pâtes & nouilles,Barilla,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1054,JP-01054,Tagliatelles,Pâtes & nouilles,Barilla,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1055,JP-01055,Tagliatelles,Pâtes & nouilles,Barilla,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1056,JP-01056,Tagliatelles,Pâtes & nouilles,Barilla,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1057,JP-01057,Tagliatelles,Pâtes & nouilles,Barilla,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1058,JP-01058,Tagliatelles,Pâtes & nouilles,Barilla,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1059,JP-01059,Tagliatelles,Pâtes & nouilles,Barilla,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1060,JP-01060,Tagliatelles,Pâtes & nouilles,Barilla,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1061,JP-01061,Tagliatelles,Pâtes & nouilles,Barilla,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1062,JP-01062,Tagliatelles,Pâtes & nouilles,Barilla,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1063,JP-01063,Tagliatelles,Pâtes & nouilles,Barilla,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1064,JP-01064,Tagliatelles,Pâtes & nouilles,Barilla,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1065,JP-01065,Farine de blé,Farines & boulangerie,Gourmet,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1066,JP-01066,Farine de blé,Farines & boulangerie,Gourmet,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1067,JP-01067,Farine de blé,Farines & boulangerie,Gourmet,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1068,JP-01068,Farine de blé,Farines & boulangerie,Gourmet,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1069,JP-01069,Farine de blé,Farines & boulangerie,Gourmet,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1070,JP-01070,Farine de blé,Farines & boulangerie,Gourmet,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1071,JP-01071,Farine de blé,Farines & boulangerie,Gourmet,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1072,JP-01072,Farine de blé,Farines & boulangerie,Gourmet,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1073,JP-01073,Farine de blé,Farines & boulangerie,Gourmet,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1074,JP-01074,Farine de blé,Farines & boulangerie,Gourmet,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1075,JP-01075,Farine de blé,Farines & boulangerie,Gourmet,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1076,JP-01076,Farine de blé,Farines & boulangerie,Gourmet,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1077,JP-01077,Farine de blé,Farines & boulangerie,Gourmet,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1078,JP-01078,Farine de blé,Farines & boulangerie,Gourmet,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1079,JP-01079,Farine de blé,Farines & boulangerie,Gourmet,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1080,JP-01080,Farine de blé,Farines & boulangerie,Gourmet,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1081,JP-01081,Farine de blé,Farines & boulangerie,Gourmet,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1082,JP-01082,Farine de blé type 55,Farines & boulangerie,Sans marque,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1083,JP-01083,Farine de blé type 55,Farines & boulangerie,Sans marque,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1084,JP-01084,Farine de blé type 55,Farines & boulangerie,Sans marque,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1085,JP-01085,Farine de blé type 55,Farines & boulangerie,Sans marque,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1086,JP-01086,Farine de blé type 55,Farines & boulangerie,Sans marque,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1087,JP-01087,Farine de blé type 55,Farines & boulangerie,Sans marque,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1088,JP-01088,Farine de blé type 55,Farines & boulangerie,Sans marque,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1089,JP-01089,Farine de blé type 55,Farines & boulangerie,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1090,JP-01090,Farine de blé type 55,Farines & boulangerie,Sans marque,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1091,JP-01091,Farine de blé type 55,Farines & boulangerie,Sans marque,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1092,JP-01092,Farine de blé type 55,Farines & boulangerie,Sans marque,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1093,JP-01093,Farine de blé type 55,Farines & boulangerie,Sans marque,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1094,JP-01094,Farine de blé type 55,Farines & boulangerie,Sans marque,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1095,JP-01095,Farine de blé type 55,Farines & boulangerie,Sans marque,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1096,JP-01096,Farine de blé type 55,Farines & boulangerie,Sans marque,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1097,JP-01097,Farine de blé type 55,Farines & boulangerie,Sans marque,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1098,JP-01098,Farine de blé type 55,Farines & boulangerie,Sans marque,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1099,JP-01099,Farine de blé type 55,Farines & boulangerie,Sans marque,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1100,JP-01100,Farine de blé type 55,Farines & boulangerie,Sans marque,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1101,JP-01101,Farine de blé type 55,Farines & boulangerie,Sans marque,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1102,JP-01102,Farine améliorée,Farines & boulangerie,Sans marque,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1103,JP-01103,Farine améliorée,Farines & boulangerie,Sans marque,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1104,JP-01104,Farine améliorée,Farines & boulangerie,Sans marque,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1105,JP-01105,Farine améliorée,Farines & boulangerie,Sans marque,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1106,JP-01106,Farine améliorée,Farines & boulangerie,Sans marque,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1107,JP-01107,Farine améliorée,Farines & boulangerie,Sans marque,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1108,JP-01108,Farine améliorée,Farines & boulangerie,Sans marque,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1109,JP-01109,Farine améliorée,Farines & boulangerie,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1110,JP-01110,Farine améliorée,Farines & boulangerie,Sans marque,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1111,JP-01111,Farine améliorée,Farines & boulangerie,Sans marque,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1112,JP-01112,Farine améliorée,Farines & boulangerie,Sans marque,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1113,JP-01113,Farine améliorée,Farines & boulangerie,Sans marque,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1114,JP-01114,Farine améliorée,Farines & boulangerie,Sans marque,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1115,JP-01115,Farine améliorée,Farines & boulangerie,Sans marque,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1116,JP-01116,Farine améliorée,Farines & boulangerie,Sans marque,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1117,JP-01117,Farine améliorée,Farines & boulangerie,Sans marque,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1118,JP-01118,Farine améliorée,Farines & boulangerie,Sans marque,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1119,JP-01119,Farine améliorée,Farines & boulangerie,Sans marque,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1120,JP-01120,Farine améliorée,Farines & boulangerie,Sans marque,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1121,JP-01121,Farine améliorée,Farines & boulangerie,Sans marque,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1122,JP-01122,Farine de maïs,Farines & boulangerie,Sans marque,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1123,JP-01123,Farine de maïs,Farines & boulangerie,Sans marque,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1124,JP-01124,Farine de maïs,Farines & boulangerie,Sans marque,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1125,JP-01125,Farine de maïs,Farines & boulangerie,Sans marque,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1126,JP-01126,Farine de maïs,Farines & boulangerie,Sans marque,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1127,JP-01127,Farine de maïs,Farines & boulangerie,Sans marque,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
1128,JP-01128,Farine de maïs,Farines & boulangerie,Sans marque,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
